route_id,topsis_selected,topsis_rank,topsis_closeness,steps,horizontal_length_m,terrain_following_length_m,flight_time_s,average_ground_speed_mps,navigation_deficit_s,average_navigation_quality,visibility_deficit_s,average_visibility,energy_used_wh,battery_remaining_wh,minimum_altitude_msl_m,maximum_altitude_msl_m
4149,False,2014,0.7084220580669849,47,2714.2135623730965,2718.8568825872453,146.99760703849478,18.46433841376966,27.534569905467734,0.8126869514395758,5.936409126389082,0.9596156070429467,18.374700879811847,281.6252991201882,228.9864501953125,253.74635314941406
4150,False,1695,0.713797122578057,47,2714.2135623730965,2719.1630577223223,146.9989277616168,18.464172519507386,27.702793236896426,0.811544249616425,5.133983273817105,0.9650746889654684,18.3748659702021,281.6251340297979,228.907470703125,254.47560119628906
4151,False,2044,0.7077291778295868,47,2714.2135623730965,2718.8958348143424,146.99932206719095,18.464122991890225,28.237297643291754,0.8079086539570233,5.047045160471976,0.9656662011123762,18.374915258398868,281.62508474160114,228.907470703125,254.47560119628906
4152,False,1747,0.7127832147353412,47,2714.2135623730965,2719.1019857585247,147.00128566325748,18.46387635405223,25.00348802228219,0.8299097323573155,8.269062173450445,0.943748368348337,18.375160707907185,281.6248392920928,228.9864501953125,253.74635314941406
4153,False,1641,0.7146180144331564,47,2714.2135623730965,2718.979226379865,147.00373792553813,18.46356834645884,25.090137119326968,0.8293231350890147,8.040453086361058,0.945304431031313,18.375467240692267,281.6245327593077,230.23468017578125,254.47560119628906
4154,False,1766,0.7124880836714179,47,2714.2135623730965,2718.803153696804,147.00549604239768,18.463347530831726,27.83284279029825,0.8106680121519333,5.09186781319938,0.9653627384670649,18.37568700529971,281.6243129947003,228.9864501953125,253.74635314941406
4155,False,1396,0.7204212106168265,47,2714.2135623730965,2717.434334658282,147.00629061316988,18.463247736215838,23.60813575449502,0.8394073093333325,8.821620488961706,0.9399915442246293,18.375786326646235,281.6242136733538,231.86697387695312,254.47560119628906
4156,False,1853,0.710942290183805,47,2714.2135623730965,2718.8421059239017,147.00721107109388,18.46313213207263,28.535570528122264,0.8058899946457576,4.2025038472822756,0.9714129407893474,18.375901383886735,281.62409861611326,228.907470703125,254.47560119628906
4157,False,1422,0.7195454030005727,47,2714.2135623730965,2719.048256868084,147.0091746671604,18.46288552070492,25.30176090711271,0.8278899193577696,7.424520860260744,0.9494962074505187,18.37614683339505,281.62385316660493,228.9864501953125,253.74635314941406
4158,False,1575,0.7158723533097453,47,2714.2135623730965,2718.6582745814444,147.01202123501517,18.46252802710686,25.922914410552806,0.8236680633816188,7.108973659826229,0.9516435894146252,18.376502654376896,281.6234973456231,230.23468017578125,254.47560119628906
